Charter;Name;Owner;Population;Unemployment;GDP;GDP per capita;rrr;Type;Civilization;Race;Capitol;Founded;Independence;Atmosphere stage;Mother colony relations;Xcoord;Ycoord;Sector;Platform;CW size;Mother Colony Charter;Region
0RMkZWRIvI;Red 1;Denight1010;4327;0;0;0;0;Red Planet;United Earth;Human;0;2022-12-02 00:00:00;;2;123;779;-367;103/-4;steam.windows;0;haOuhwzw71;1
0rxqRY3XOm;My lil home;Commanderbob;11236;48;415138199;36947;0;Abandoned World;League of Independent States;Human;1;2021-10-25 00:00:00;2021-11-30 00:00:00;3;123;215;72;-1/-2;ios.appstore;0;lis;0
0sOPyyi76j;The Divine Comedy;Blacklightning794;1058;0;2773383;2621;0;Lunar;United Earth;Human;0;2023-01-24 00:00:00;;0;123;36;820;0/1;desktop.windows;0;NUrdW7SznK;1
0ThCgacBrA;Abundance;ezshark9593;19305;19;314283327;16280;0;Earthlike;United Earth;Human;1;2022-07-25 00:00:00;2022-08-08 00:00:00;3;;-766;-762;18/-71;android.gplay;0;;0
0U7uKxbV;White;WhiteSus;90;0;733865;8154;0;Red Planet;United Earth;Human;1;2022-02-03 00:00:00;2022-11-06 00:00:00;0;123;882;258;-1/0;ios.appstore;0;earth;0
0uaoFzkN;117;NotAsadGopnik;36370;4;31420639481;863916;2;Red Planet;United Earth;Human;1;2022-04-02 00:00:00;2022-07-26 00:00:00;4;123;-190;-847;73/-10;ios.appstore;0;earth;0
0v3pfdIBtL;Landing;Ultra;16764;7;48877538;2916;0;Red Planet;United Earth;Human;0;2023-01-07 00:00:00;;3;123;-998;721;0/1;desktop.windows;0;FkVlb8M80o;0
0w7I1GuSeO;Cyberia;Mayonaka;5725;54;11007121;1923;0;Red Planet;United Earth;Human;0;2022-10-29 00:00:00;;2;123;-967;-959;1/0;ios.appstore;0;2hwW4iT6m3;0
0xIYLncU;Vacation;Deadbeatz;194648;10;62831411906;322795;4;Earthlike;United Earth;Human;1;2022-08-20 00:00:00;2022-08-31 00:00:00;4;123;-995;-959;1/0;android.gplay;0;OX2eC2i9;0
0YNp3fJE1E;My Colony;123gazdm123;9588;8;31497438;3285;0;Red Planet;United Earth;Human;1;2022-12-23 00:00:00;2022-12-31 00:00:00;3;123;845;781;-1/1;ios.appstore;0;IjXZjL1sSn;0
0Yr5aKhE;One;Kwalt;60704;24;9044257980;148989;0;Earthlike;United Earth;Human;1;2022-02-22 00:00:00;2022-02-24 00:00:00;3;;365;758;45/-69;android.gplay;0;;1
0YsRsX7NUE;Jazzz;Mstarspace;4409;3;8855498;2009;0;Red Planet;United Earth;Human;0;2023-01-01 00:00:00;;2;123;-822;-530;1/0;ios.appstore;0;QFWw1kVhlP;0
11ySxbCaAn;Earthlings;Toybonnie1756;5;0;66006;13201;0;Earthlike;United Earth;Human;0;2022-12-01 00:00:00;;3;123;-749;-149;0/0;ios.appstore;0;8J6fDuiX;0
13CirURbYW;Struggle;Stoney;54;33;344949;6388;0;Ice World;League of Independent States;Human;0;2023-01-18 00:00:00;;0;123;-580;1000;0/-2;android.gplay;0;VAAVvLtD6I;1
15DnIwd5GP;Yakima;Akiser15;4073;0;11463068;2814;0;Earthlike;United Earth;Human;0;2023-01-20 00:00:00;;3;123;-949;-937;1/1;web.windowsstore;0;DyMiwE4N;1
15dRuMHX9e;15dRuMHX9e;Praseodymix;19066;24;180848129;9485;0;Earthlike;United Earth;Human;1;2022-11-29 00:00:00;2023-01-15 00:00:00;3;123;-371;-897;0/1;steam.windows;0;W5vu9ayLfB;1
15oPw2WvGd;Stella;Gaspo;467721;12;5736835977;12266;1;Earthlike;United Earth;Human;1;2022-12-20 00:00:00;2022-12-29 00:00:00;4;123;567;976;0/-1;desktop.windows;0;earth;0
15zzVa4HtS;Vetera Urbs;Guzzini;28994;0;2261538801;78000;7;Red Planet;United Earth;Human;1;2022-09-27 00:00:00;2022-11-01 00:00:00;3;123;177;-890;0/0;android.gplay;0;HFiS8CQB;0
18mpbYhb9K;ACIENT FINISI;ale22tti;2379189;0;106992680212668;44970232;0;Lunar;United Earth;Human;1;2022-08-23 00:00:00;2022-08-26 00:00:00;4;123;354;681;0/0;web.windowsstore;0;earth;1
18vKskkBFx;[T1P] Land Of Prosper;Manueltopia;17066959;0;114887187299450720;6731555827;9;Earthlike;United Earth;Human;1;2020-06-12 00:00:00;2020-06-14 00:00:00;4;;144;388;81/-69;web.apewebapps;0;;1
197INKjE;Mars;tandeman;174;0;3370334;19370;0;Red Planet;United Earth;Human;0;2022-06-10 00:00:00;;0;123;-833;570;1/0;android.amazon;0;earth;0
1aISE5J2hP;fried;gawei;35964;46;790613094;21983;0;Earthlike;United Earth;Human;0;2022-12-10 00:00:00;;3;123;-231;-902;0/1;ios.appstore;0;NUrdW7SznK;0
1bK2JFoJ;Rebus;Snowie;252;0;24784517;98351;0;Earthlike;United Earth;Human;0;2022-08-11 00:00:00;;3;123;-440;223;0/0;ios.appstore;0;RXz8lrIz;0
1bUTeapq;UCTA;Th10531;368;0;141284130;383924;0;Asteroid;League of Independent States;Human;0;2022-07-17 00:00:00;;0;123;-650;-53;-1/-2;ios.appstore;0;1UhjvgiY;1
1Bz2UY28Tw;Maple;MsBabi;75;1;952;13;0;Red Planet;United Earth;Human;0;2022-10-04 00:00:00;;0;123;512;-123;70/-52;web.apewebapps;0;3VLKwsRi;0
1Ck3t6MFVM;[BIRD] Human Galactica;XxDevonxX;6850;0;35304349;5154;0;Red Planet;United Earth;Human;1;2022-12-09 00:00:00;1969-12-31 00:00:00;2;123;963;-201;-1/0;android.gplay;0;JZPA3EV5;0
1CNTq22A;Long ago;icupNH3;30340;26;846924323;27914;1;Lunar;United Earth;Human;1;2021-10-09 00:00:00;1969-12-31 00:00:00;4;123;-811;-727;1/1;android.gplay;0;earth;0
1cqAVIbc;coolest;somethingspicy;2487;35;125737552;50558;0;Earthlike;United Earth;Human;0;2022-08-01 00:00:00;;3;123;-53;-764;0/1;android.gplay;0;piVpTTB9;1
1Csd2fve;Mars Barse;COBOLDUDE;2726;7;7247573;2659;0;Red Planet;United Earth;Human;0;2022-09-12 00:00:00;;2;123;-672;-638;90/-24;android.gplay;0;7SEvZ4tD;0
1DGkzKUtyR;new America ;Qazey;93133;40;3472431339;37285;1;Earthlike;United Earth;Human;1;2022-10-13 00:00:00;2022-10-16 00:00:00;4;123;34;-392;107/-22;web.apewebapps;0;hn4am2H4;1
1DVcPvEJIP;My Colony;devilofbelfast;174;29;12173438;69962;0;Lunar;United Earth;Human;0;2022-10-05 00:00:00;;0;123;482;-191;70/-52;steam.windows;0;3VLKwsRi;0
1EHgbINg28;O2;sgtmikeburg;2426;17;11410037;4703;0;Red Planet;United Earth;Human;0;2022-10-27 00:00:00;;0;123;255;668;0/1;android.gplay;0;NUrdW7SznK;1
1ELWMClKK6;Treadstone;Jonnywales99;892926;13;14841484000;16621;1;Red Planet;United Earth;Human;1;2022-12-15 00:00:00;2023-01-06 00:00:00;4;123;-176;-29;0/0;android.gplay;0;earth;1
1FoJwYzZ0c;Doop mk.2;Jimh823;46327;13;659767551;14242;0;Red Planet;United Earth;Human;1;2017-02-25 00:00:00;2017-04-08 00:00:00;4;100;931;845;-1/0;android.gplay;0;earth;0
1FUadtsaKp;Honk;AtomicPotato;57;30;108055;1896;0;Lunar;United Earth;Human;0;2022-11-04 00:00:00;;0;123;383;127;51/-36;web.apeappslauncher;0;HTSNsmO9tQ;0
1GC5SZ89;Byzantine;CodyStormz;329850;12;15660119459540;47476488;6;Earthlike;United Earth;Human;1;2022-08-07 00:00:00;2022-08-08 00:00:00;4;123;93;744;45/-30;web.apewebapps;0;8bfjDxb0;0
1gYgU0dotW;Acheron LV-426;Dago;228572;66;1759876103;7699;0;Lunar;United Earth;Human;1;2018-07-16 00:00:00;2018-07-17 00:00:00;4;;-615;974;15/9;android.gplay;0;;0
1h4kI7Ziu4;Region 1;Flappy;675;0;1872891;2775;0;Earthlike;United Earth;Human;0;2023-01-08 00:00:00;;3;123;105;-409;0/1;steam.windows;0;hz22MAQlHN;1
1hqKVTEQps;Clusterville;Mizinia;235;0;1105491;4704;0;Red Planet;United Earth;Human;0;2022-12-23 00:00:00;;0;123;878;-566;-1/1;web.apewebapps;0;IvwKkU5khK;0
1Hy3Dq8WHv;Sub-zero ;rocketreeves;103;15;926616;8996;0;Ice World;League of Independent States;Human;0;2022-12-12 00:00:00;;0;123;-549;787;-1/-2;android.gplay;0;OSg3yffztG;1
1i5eQvjrsU;Nice;rojeesbr;25487;11;242505783;9515;1;Forest World;United Earth;Human;1;2022-04-03 00:00:00;2022-11-26 00:00:00;3;123;809;798;0/-1;web.apewebapps;0;earth;0
1IeMoSTNQ1;Alpha centantri;BotleyBoy21;6017;7;21633623;3595;0;Earthlike;United Earth;Human;1;2022-10-25 00:00:00;2022-10-27 00:00:00;3;123;-154;807;51/-39;ios.appstore;0;iyJyVh9I;0
1JvPNVcM;Feets;5924001999;65554;51;49301328;752;0;Red Planet;United Earth;Human;0;2022-08-27 00:00:00;;2;123;638;-46;75/-79;steam.windows;0;0hZgBkjn;1
1K0PScOV;Hothish;BARBS5824;1940573;3;1854988688072316;955897401;2;Ice World;Zolarg Empire;Insectoids;1;2019-09-13 00:00:00;2020-08-14 00:00:00;4;123;24;-864;104/-85;android.gplay;0;zolarg;1
1kBeDkQr09;Jespers Colony;Jesper2910;151;28;341307;2260;0;Red Planet;United Earth;Human;0;2022-10-25 00:00:00;;0;123;980;-990;0/0;steam.windows;0;LxL8wPmjqQ;0
1kEKMFqV;Rock Solid;bjsmith2340;84122;16;18620823944;221355;1;Lunar;United Earth;Human;1;2022-09-13 00:00:00;2022-09-16 00:00:00;4;123;-617;-484;0/0;web.apewebapps;0;Tf4dMoYF;0
1MbcZ9pGFU;[PSA] Kamino;OilChan;23076;85;59856938;2594;0;Water World;United Earth;Human;1;2022-11-25 00:00:00;2022-11-25 00:00:00;3;100;-8;567;11/-48;web.apewebapps;0;2BOvNE34;1
1N0iudc8Q2;Land of the Kriencks;Mckstumpy;7760;0;310696618;40038;1;Red Planet;United Earth;Human;1;2019-11-07 00:00:00;2022-06-25 00:00:00;3;;746;235;-9/-40;web.apewebapps;0;;1
1NrKuvCGyp;Nothingness;Rifa335;181814;47;1841154228479;10126581;0;Red Planet;United Earth;Human;1;2020-07-12 00:00:00;2020-07-15 00:00:00;4;123;-889;643;1/0;web.apewebapps;0;earth;0
1oUxdNyU;Yeshua is Christ;ZealousYak;60995;66;16835659464;276017;5;Earthlike;United Earth;Human;1;2022-09-11 00:00:00;2022-09-22 00:00:00;4;123;-878;850;103/-27;ios.appstore;0;HRPcA7eu;0
1Phrndf0;The Two Rivers;Steampunkdoctor;103478;8;4093174493;39556;0;Red Planet;United Earth;Human;0;2022-06-11 00:00:00;;4;123;250;858;0/-1;android.gplay;0;earth;0
1Phrndf0v0;Gaia;KingMidasGolden;158;24;1182852;7486;0;Forest World;United Earth;Human;0;2022-10-12 00:00:00;;3;121;-415;-759;0/0;web.windowsstore;0;earth;1
1PT23nTw0M;Underland;Daizy8s;212;0;784688;3701;0;Abandoned World;League of Independent States;Human;0;2022-11-18 00:00:00;;3;123;86;-459;-1/-1;steam.windows;0;yAzbIsgpL8;0
1pxjfJVTgH;Marcovia;usbrit72;100866;19;23840336646;236357;1;Lunar;United Earth;Human;1;2022-09-28 00:00:00;2022-10-02 00:00:00;4;123;-822;1000;108/-22;web.apewebapps;0;hn4am2H4;0
1Q2CbgzSxv;Forest;guiness13;52185;0;3603238892;69047;1;Forest World;United Earth;Human;1;2022-12-01 00:00:00;2022-12-12 00:00:00;3;123;822;780;51/-39;android.gplay;0;6uHQ4QwvB8;1
1RXYuQ6v;New Harvest;CJTheKing8;27891;16;3141391099;112631;1;Earthlike;United Earth;Human;1;2020-10-14 00:00:00;2020-12-12 00:00:00;3;;-21;-621;96/-9;ios.appstore;0;;1
1RXYuQ6vB7;My Colony;Lollielol;9761;8;51493460;5275;0;Red Planet;United Earth;Human;0;2022-04-27 00:00:00;;2;;-166;789;121/10;web.apewebapps;0;;0
1sivNw2HZ1;Mob Town;Nick1547;115794;2;205683021394;1776284;0;Lunar;United Earth;Human;1;2022-07-05 00:00:00;2023-01-16 00:00:00;4;123;657;339;0/0;web.apewebapps;0;ZVIJJnS7;0
1SJ4rUV13l;[POS] DADDY TYRONE;DADDYTYRONE;45212;0;447952840403;9907831;0;Abandoned World;Alpha Draconians;Reptilian;1;2019-06-29 00:00:00;2019-06-30 00:00:00;3;;741;-190;39/-82;web.apewebapps;0;;1
1UhjvgiY;Banieland of LIS;katersen;22212886;7;6600932036919129;297166790;8;Asteroid;League of Independent States;Human;1;2021-11-13 00:00:00;2021-11-15 00:00:00;4;123;-295;-210;-1/-2;web.apewebapps;0;lis;1
1umw8HxnpE;America;nathhancollins;992;0;2301253;2320;0;Red Planet;United Earth;Human;0;2022-12-08 00:00:00;;0;123;354;-303;0/0;steam.windows;0;NLv7aYEx;1
1VyAr5oHUX; Where are we? ;evilmattyg;4941;27;9272154;1877;0;Asteroid;League of Independent States;Human;0;2022-10-28 00:00:00;;2;0;381;595;-2/-3;steam.windows;0;y3JNfgRg;1
1yhjZciwIe;Aluminiam Port;Octocoffe;46;70;111872;2432;0;Lunar;United Earth;Human;0;2022-11-13 00:00:00;;1;100;-955;419;23/-39;android.gplay;0;SgXqoZQ8ZE;1
1ZbtcYO1;Kamiz;Kamikaz;113156;0;0;0;1;Earthlike;United Earth;Human;1;2022-04-23 00:00:00;2022-04-25 00:00:00;4;123;-790;-419;74/-54;steam.windows;0;TedvOpHq;1
1zv1mYm0a6;My Colony;zwforlife;9;0;246648;27405;0;Red Planet;United Earth;Human;0;2023-01-11 00:00:00;;0;100;-820;101;0/0;ios.appstore;0;g8EY7u4UAx;0
248qc1sRiU;Kuroiken;hiewsunvun;24685;49;80706184;3269;0;Red Planet;United Earth;Human;1;2022-12-08 00:00:00;2022-12-11 00:00:00;4;123;-256;-73;0/0;web.apewebapps;0;F3DHavcuj8;0
25UIA7xlIX;DanDoDaMeGo;amgad1833;23059;5;1650192528;71564;0;Asteroid;League of Independent States;Human;1;2021-07-28 00:00:00;2021-07-29 00:00:00;3;;-100;372;49/-50;web.apewebapps;0;;0
27UmSvYudU;Pine Gap;Jonnywales99;278180;9;7770504239;27933;0;Earthlike;United Earth;Human;0;2022-09-26 00:00:00;;4;123;-824;90;1/0;android.gplay;0;earth;1
28UVUdYb5F;Tbarker94;Tylerbark;574;53;1076701;1876;0;Earthlike;United Earth;Human;0;2023-01-04 00:00:00;;3;123;922;500;-1/1;android.gplay;0;hbDaYIBG7v;0
2a2tJkjO;Gaming;Anomaly;10571;18;84788170;8021;0;Red Planet;United Earth;Human;0;2021-03-25 00:00:00;;3;123;-795;-925;1/1;android.gplay;0;earth;0
2a2tJkjOU8;Wowzers;Isaiahsogreat;22122;62;72902997;3295;0;Lunar;United Earth;Human;1;2022-11-19 00:00:00;2022-12-22 00:00:00;4;123;943;867;-1/0;ios.appstore;0;earth;0
2AHpByLpTO;Assteroid;brycespotholes;89499;38;991565675;11079;0;Asteroid;League of Independent States;Human;1;2022-08-29 00:00:00;2022-09-04 00:00:00;3;123;-210;-248;-1/-2;steam.windows;0;lis;0
2Ak6UYD6;Regensburg;Saaschbaasch;19831870;20;1232004710323899;62122468;9;Earthlike;United Earth;Human;1;2019-06-17 00:00:00;2019-06-28 00:00:00;4;100;983;650;0/0;web.windowsstore;0;earth;1
2AokuP5J;Cascadia;xircso;4830;65;4886586;1012;0;Red Planet;United Earth;Human;1;2022-08-23 00:00:00;2022-11-29 00:00:00;2;123;42;-910;0/0;android.gplay;0;earth;0
2BOvNE34;[PSA] Mars;OilChan;8403703;0;77663970775516620;9241636785;9;Red Planet;United Earth;Human;1;2022-09-23 00:00:00;2022-09-26 00:00:00;4;123;-247;-620;11/-48;steam.windows;0;kjhAX1YU;1
2BOvNE34E4;SMILE;Daizy8s;279;0;5653979;20265;0;Red Planet;Zolarg Empire;Insectoids;0;2022-10-12 00:00:00;;0;123;-831;891;12/-64;steam.windows;0;zolarg;1
2bqNFAZawN;Independence ;Dano15;670;5;4343104;6482;0;Abandoned World;League of Independent States;Human;0;2022-09-17 00:00:00;;3;123;135;206;-1/-2;android.gplay;0;lis;1
2e4jJQcAfG;Borblezorb;borblezorb;246;0;6606824;26857;0;Red Planet;United Earth;Human;0;2022-10-01 00:00:00;;0;123;492;430;63/-5;steam.windows;0;3VLKwsRi;1
2EBNCJObv2;Debos;SailingBroad;191;0;0;0;0;Lunar;United Earth;Human;0;2022-10-22 00:00:00;;0;123;43;395;0/1;ios.appstore;0;NUrdW7SznK;1
2EljtRDbjd;High Charity;Schivil;14;50;87800;6271;0;Lunar;United Earth;Human;0;2022-11-05 00:00:00;;0;123;-121;406;0/0;android.gplay;0;zCeaqb5uuT;0
2fdZ2RFR;New Meadowbrook;DarthRevan087;49535;12;6776047022;136793;0;Red Planet;United Earth;Human;1;2021-11-22 00:00:00;2021-12-13 00:00:00;4;123;-167;831;0/0;web.apewebapps;0;earth;0
2GhiSsS5RA;Blooey;RagnartheFierce;27280;54;104036169;3814;0;Ice World;League of Independent States;Human;0;2022-11-04 00:00:00;;3;123;-252;25;-1/-2;android.gplay;0;lis;0
2H7R7jXVtK;Queen Iris Land;dannanna;130;4;775311;5964;0;Earthlike;United Earth;Human;0;2022-10-02 00:00:00;;3;123;465;-210;70/-52;web.apewebapps;0;3VLKwsRi;0
2hwW4iT6m3;cybrslasher;CYBRSLASHER;98896;2;7005184498;70834;1;Earthlike;United Earth;Human;1;2022-10-14 00:00:00;2022-10-20 00:00:00;3;123;-962;-970;1/0;web.apewebapps;0;OX2eC2i9;0
2IxeRCUPRJ;mars;aTeN;62;9;225906;3644;0;Red Planet;United Earth;Human;0;2022-08-14 00:00:00;;0;123;-746;773;0/-1;web.apewebapps;0;LhXGrPtx;0
2jTqUYTVZQ;DragonTith;ninebits;43701;8;647595046;14819;0;Forest World;United Earth;Human;1;2022-11-01 00:00:00;2022-11-14 00:00:00;4;123;953;-427;-1/0;android.gplay;0;r8agPaB0hG;0
2M4xTdnuCz;Nevada;Blick;194228;33;2517641547;12962;0;Red Planet;United Earth;Human;0;2023-01-02 00:00:00;;4;123;173;507;-1/1;ios.appstore;0;hbDaYIBG7v;1
2nFfQSBd1E;MornStar;imhotep19;79545;42;379219290;4767;0;Red Planet;United Earth;Human;1;2020-01-10 00:00:00;2020-02-02 00:00:00;4;123;-628;-30;1/0;desktop.windows;0;ImUVv7fb;0
2nFWYHbakJ;Michael;Michael1234555666;40;31;196890;4922;0;Red Planet;United Earth;Human;0;2023-01-08 00:00:00;;0;123;995;-136;97/-25;ios.appstore;0;ImUVv7fb;1
2nmdkpOpuq;United;Eneojo;3447;31;5296607;1537;0;Earthlike;United Earth;Human;0;2022-12-31 00:00:00;;3;123;-115;738;0/-1;android.gplay;0;UXibc5vu;0
2ogDs1rU54;Hellas Planitia;AnEnglishPerson;870;1;683342;785;0;Red Planet;United Earth;Human;0;2022-11-06 00:00:00;;1;123;187;-991;0/1;web.windowsstore;0;NUrdW7SznK;1
2pDdMlUtkd;Trust;Thomaswarren2903;4;0;0;0;0;Abandoned World;League of Independent States;Human;0;2022-12-20 00:00:00;;3;100;256;-199;-1/-2;ios.appstore;0;lis;1
2pGMCMjS;Romaioi;CodyStormz;666;0;17308666;25989;0;Red Planet;United Earth;Human;0;2022-08-18 00:00:00;;1;123;100;752;45/-30;web.apewebapps;0;1GC5SZ89;0
2pI0VE0TN0;Stankonia;infamous950;108;0;3028870;28045;0;Red Planet;United Earth;Human;0;2022-10-06 00:00:00;;0;123;-109;87;1/0;web.apewebapps;0;DyMiwE4N;0
2pnXxRztRW;Lampshade;Mycolony;48345;81;65227604381;1349211;0;Abandoned World;Alpha Draconians;Reptilian;1;2022-03-30 00:00:00;2022-04-08 00:00:00;3;123;-857;971;106/-87;android.gplay;0;draconian;0
2qGpqlzTi9;Mu;Karmablack1313;13475;9;298613686;22161;0;Earthlike;United Earth;Human;0;2022-10-03 00:00:00;;3;123;-898;835;103/-27;ios.appstore;0;1oUxdNyU;1
2R417O35HO;My Colony;RIE1;12;0;319071;26589;0;Earthlike;United Earth;Human;0;2022-12-21 00:00:00;;3;100;-928;59;1/0;web.apewebapps;0;earth;0
2SW7ISd2;Jita;Nitewolf;92;0;564238;6133;0;Earthlike;United Earth;Human;0;2021-07-29 00:00:00;;3;123;415;-896;0/0;android.gplay;0;nCKL90Hh;0
2tt0z8TP;Schreiberian Economic Syndicate;BSchreiber85;25902;16;230564503;8901;2;Ice World;League of Independent States;Human;1;2022-05-20 00:00:00;2022-09-25 00:00:00;3;123;-79;146;-1/-2;android.gplay;0;earth;0
2VerJfNF;protogen;Andrewsmodyt;92724;27;24761116311;267041;0;Red Planet;United Earth;Human;0;2022-09-08 00:00:00;;4;123;-62;-863;0/0;web.apewebapps;0;earth;0
